pert_iname_compound,gene,y_prob,classifier,formulation,features,gene_rank,gene_pct,compound_rank,compound_pct,gene_compound_global_rank,gene_compound_global_pct,gene_compound_local_pct,n_connected_genes_train,connected_genes_train,n_connected_compounds_train,connected_compounds_train,any_connected_train,which_connected_train
BAY-87-2243,HIF1A,0.00158708305,transformerx,compound,crispr_avg,85,0.53125,29,0.46774193548387094,3488,0.35161290322580646,0.4994959677419355,0,,1,YC-1,TRUE,compound
BVT-948,PTPN2,9.70835025e-4,transformerx,compound,crispr_avg,106,0.33125,27,0.43548387096774194,4021,0.40534274193548386,0.38336693548387096,0,,0,,FALSE,neither
BVT-948,PTPN2,7.92727545e-4,transformerx,compound,crispr_avg,138,0.43125,29,0.46774193548387094,4294,0.4328629032258065,0.44949596774193545,0,,0,,FALSE,neither
CCG-50014,RGS4,7.736496e-5,transformerx,compound,crispr_avg,155,0.96875,50,0.8064516129032258,8062,0.8127016129032258,0.8876008064516129,0,,1,CCG-63802,TRUE,compound
CYT-997,TUBB,0.056865903,transformerx,compound,crispr_avg,10,0.0625,1,0.01612903225806451,226,0.02278225806451612,0.03931451612903226,0,,3,colchicine|epothilone-b|oxibendazole,TRUE,compound
DG-172,PPARD,6.8836357e-4,transformerx,compound,crispr_avg,85,0.53125,30,0.4838709677419355,4467,0.4503024193548387,0.5075604838709677,0,,0,,FALSE,neither
EI1,EZH2,0.008264099,transformerx,compound,crispr_avg,2,0.0125,7,0.1129032258064516,1484,0.1495967741935484,0.0627016129032258,0,,1,UNC1999,TRUE,compound
FPS-ZM1,AGER,0.00163754235,transformerx,compound,crispr_avg,44,0.275,19,0.3064516129032258,3453,0.34808467741935484,0.29072580645161294,0,,0,,FALSE,neither
GW-311616,ELANE,6.886833099999999e-4,transformerx,compound,crispr_avg,107,0.66875,31,0.5,4466,0.4502016129032258,0.584375,0,,0,,FALSE,neither
L-Cystine,SLC7A11,1.48584405e-4,transformerx,compound,crispr_avg,125,0.78125,43,0.6935483870967742,6820,0.6875,0.7373991935483871,0,,1,sulfasalazine,TRUE,compound
ML-228,HIF1A,0.01089572805,transformerx,compound,crispr_avg,33,0.20625,14,0.2258064516129032,1036,0.10443548387096774,0.2160282258064516,0,,1,YC-1,TRUE,compound
N-alpha-Methylhistamine-dihydrochloride,HRH4,0.0316141615,transformerx,compound,crispr_avg,2,0.0125,7,0.1129032258064516,416,0.04193548387096774,0.0627016129032258,0,,1,olanzapine,TRUE,compound
NBQX,GRIN2A,1.94523865e-4,transformerx,compound,crispr_avg,89,0.55625,41,0.6612903225806451,6358,0.6409274193548387,0.6087701612903226,0,,1,TCN201,TRUE,compound
NSC-95397,CDC25A,3.9842793e-4,transformerx,compound,crispr_avg,119,0.74375,37,0.5967741935483871,5181,0.5222782258064517,0.6702620967741936,0,,0,,FALSE,neither
NVP-ADW742,IGF1R,0.02812151799999999,transformerx,compound,crispr_avg,16,0.1,6,0.0967741935483871,462,0.04657258064516129,0.09838709677419356,0,,2,BMS-536924|ceritinib,TRUE,compound
NVP-AEW541,IGF1R,0.19271044,transformerx,compound,crispr_avg,13,0.08125,2,0.03225806451612903,82,0.00826612903225806,0.05675403225806452,0,,2,BMS-536924|ceritinib,TRUE,compound
NVP-HSP990,HSP90AA1,0.010727505,transformerx,compound,crispr_avg,18,0.1125,3,0.04838709677419355,1062,0.10705645161290324,0.08044354838709677,0,,2,ganetespib|geldanamycin,TRUE,compound
NVP-HSP990,HSP90AB1,0.01398083775,transformerx,compound,crispr_avg,4,0.025,1,0.01612903225806451,840,0.0846774193548387,0.02056451612903226,0,,1,geldanamycin,TRUE,compound
OMDM-2,GPR119,0.0088830495,transformerx,compound,crispr_avg,24,0.15,5,0.08064516129032258,1372,0.13830645161290325,0.1153225806451613,0,,0,,FALSE,neither
PETCM,CASP3,1.0660661e-4,transformerx,compound,crispr_avg,151,0.94375,56,0.9032258064516128,7440,0.75,0.9234879032258064,0,,2,NQDI-1|minocycline,TRUE,compound
PF-04217903,MET,1.47199875e-4,transformerx,compound,crispr_avg,149,0.93125,34,0.5483870967741935,6839,0.6894153225806452,0.7398185483870967,0,,2,BMS-536924|SGX523,TRUE,compound
PF-05190457,GHSR,7.19799155e-5,transformerx,compound,crispr_avg,111,0.69375,50,0.8064516129032258,8212,0.8278225806451613,0.7501008064516128,0,,1,ibutamoren,TRUE,compound
PHA-793887,CDK2,0.26292018,transformerx,compound,crispr_avg,4,0.025,2,0.03225806451612903,34,0.0034274193548387,0.02862903225806451,0,,6,BMS-536924|NSC-625987|RGB-286638|TG-02|aminopurvalanol-a|ryuvidine,TRUE,compound
PHA-793887,CDK4,0.26380000000000003,transformerx,compound,crispr_avg,3,0.01875,2,0.03225806451612903,31,0.003125,0.02550403225806451,0,,4,NSC-625987|RGB-286638|arcyriaflavin-a|ryuvidine,TRUE,compound
PHA-793887,CDK7,0.179536045,transformerx,compound,crispr_avg,13,0.08125,3,0.04838709677419355,87,0.00877016129032258,0.06481854838709677,0,,2,RGB-286638|TG-02,TRUE,compound
PHA-793887,CDK9,0.24487241,transformerx,compound,crispr_avg,8,0.05,2,0.03225806451612903,50,0.00504032258064516,0.04112903225806452,0,,2,RGB-286638|TG-02,TRUE,compound
RKI-1447,PAK1,2.6588075e-4,transformerx,compound,crispr_avg,90,0.5625,37,0.5967741935483871,5776,0.582258064516129,0.5796370967741935,0,,0,,FALSE,neither
SB-202190,AKT1,0.089007115,transformerx,compound,crispr_avg,8,0.05,5,0.08064516129032258,157,0.0158266129032258,0.06532258064516129,0,,4,BMS-536924|GSK2110183|PD-98059|SB-203580,TRUE,compound
SB-202190,LCK,0.0990050655,transformerx,compound,crispr_avg,7,0.04375,6,0.0967741935483871,143,0.01441532258064516,0.07026209677419354,0,,6,BMS-536924|PD-98059|PP-2|SB-203580|ZM-336372|ponatinib,TRUE,compound
SB-202190,MAPK14,0.05023168,transformerx,compound,crispr_avg,11,0.06875,8,0.12903225806451613,275,0.02772177419354838,0.09889112903225808,0,,3,PD-98059|SB-203580|ZM-336372,TRUE,compound
SB-202190,MAPK8,0.11759674,transformerx,compound,crispr_avg,1,0.00625,4,0.06451612903225806,107,0.01078629032258064,0.03538306451612903,0,,4,CC-401|PD-98059|SB-203580|SU3327,TRUE,compound
SRC-kinase-inhibitor-I,CSK,7.37692675e-4,transformerx,compound,crispr_avg,72,0.45,29,0.46774193548387094,4396,0.44314516129032255,0.4588709677419355,0,,0,,FALSE,neither
SRC-kinase-inhibitor-I,LCK,0.108535152,transformerx,compound,crispr_avg,6,0.0375,4,0.06451612903225806,128,0.01290322580645161,0.05100806451612903,0,,6,BMS-536924|PD-98059|PP-2|SB-203580|ZM-336372|ponatinib,TRUE,compound
acalabrutinib,BTK,0.0030579632,transformerx,compound,crispr_avg,75,0.46875,21,0.3387096774193548,2810,0.28326612903225806,0.4037298387096774,0,,1,AVL-292,TRUE,compound
acetylcysteine,GRIN2A,2.6248468e-4,transformerx,compound,crispr_avg,82,0.5125,39,0.6290322580645161,5795,0.5841733870967742,0.5707661290322581,0,,1,TCN201,TRUE,compound
acetylcysteine,SLC7A11,1.6044131e-4,transformerx,compound,crispr_avg,123,0.76875,42,0.6774193548387096,6681,0.6734879032258064,0.7230846774193549,0,,1,sulfasalazine,TRUE,compound
amiloride,ASIC1,2.1282878e-4,transformerx,compound,crispr_avg,106,0.6625,45,0.7258064516129032,6172,0.6221774193548387,0.6941532258064516,0,,2,benzamil|nafamostat,TRUE,compound
amiloride,SCNN1G,3.8531405e-4,transformerx,compound,crispr_avg,92,0.575,35,0.5645161290322581,5226,0.5268145161290323,0.5697580645161291,0,,1,benzamil,TRUE,compound
amlexanox,FGF1,3.3816267e-5,transformerx,compound,crispr_avg,156,0.975,53,0.8548387096774194,9615,0.9692540322580644,0.9149193548387096,0,,1,pazopanib,TRUE,compound
amlexanox,PDE4D,2.3191105e-4,transformerx,compound,crispr_avg,62,0.3875,39,0.6290322580645161,6026,0.6074596774193548,0.5082661290322581,0,,4,Ro-20-1724|dyphylline|ibudilast|zaprinast,TRUE,compound
amlodipine,CACNA2D3,0.0037669744,transformerx,compound,crispr_avg,37,0.23125,15,0.24193548387096775,2632,0.2653225806451613,0.23659274193548388,0,,1,nilvadipine,TRUE,compound
azeliragon,AGER,0.006020746,transformerx,compound,crispr_avg,67,0.41875,11,0.1774193548387097,2031,0.20473790322580648,0.29808467741935485,0,,0,,FALSE,neither
brinzolamide,CA14,0.03226654,transformerx,compound,crispr_avg,8,0.05,7,0.1129032258064516,408,0.04112903225806452,0.0814516129032258,0,,3,carzenide|coumarin|ethoxzolamide,TRUE,compound
brinzolamide,CA5A,0.035797022,transformerx,compound,crispr_avg,7,0.04375,2,0.03225806451612903,386,0.03891129032258064,0.03800403225806451,0,,1,ethoxzolamide,TRUE,compound
cilostazol,PDE3A,0.028395163,transformerx,compound,crispr_avg,13,0.08125,3,0.04838709677419355,459,0.04627016129032258,0.06481854838709677,0,,3,Ro-20-1724|dyphylline|ibudilast,TRUE,compound
danusertib,AURKB,0.184854375,transformerx,compound,crispr_avg,4,0.025,1,0.01612903225806451,83,0.00836693548387096,0.02056451612903226,0,,3,AMG900|GSK1070916|orantinib,TRUE,compound
danusertib,NTRK1,3.2597964e-5,transformerx,compound,crispr_avg,160,1,48,0.7741935483870968,9669,0.9746975806451612,0.8870967741935484,0,,2,LOXO-101|regorafenib,TRUE,compound
danusertib,RET,9.52847835e-5,transformerx,compound,crispr_avg,75,0.46875,29,0.46774193548387094,7629,0.7690524193548387,0.4682459677419355,0,,3,PP-1|ponatinib|regorafenib,TRUE,compound
delanzomib,CTSG,0.00790675974999999,transformerx,compound,crispr_avg,56,0.35,2,0.03225806451612903,1573,0.15856854838709675,0.1911290322580645,0,,1,aloxistatin,TRUE,compound
delanzomib,CYP3A4,8.25884925e-5,transformerx,compound,crispr_avg,137,0.85625,45,0.7258064516129032,7914,0.7977822580645161,0.7910282258064516,0,,7,BMS-536924|GSK1070916|SB-203580|cyclophosphamide|methoxsalen|nevirapine|paliperidone,TRUE,compound
delanzomib,ELANE,0.0068255026,transformerx,compound,crispr_avg,63,0.39375,5,0.08064516129032258,1840,0.1854838709677419,0.23719758064516128,0,,0,,FALSE,neither
diacerein,IL1B,6.580136799999999e-4,transformerx,compound,crispr_avg,5,0.03125,34,0.5483870967741935,4524,0.4560483870967742,0.28981854838709675,0,,3,JTE-607|ibudilast|minocycline,TRUE,compound
diltiazem,CACNG1,0.0014620106,transformerx,compound,crispr_avg,85,0.53125,22,0.3548387096774194,3574,0.36028225806451614,0.4430443548387097,0,,2,ibutilide|lercanidipine,TRUE,compound
diltiazem,HTR3A,3.0661116e-5,transformerx,compound,crispr_avg,151,0.94375,61,0.9838709677419356,9737,0.9815524193548388,0.9638104838709678,0,,3,aripiprazole|olanzapine|procaine,TRUE,compound
edoxaban,F10,8.493537350000001e-4,transformerx,compound,crispr_avg,91,0.56875,33,0.532258064516129,4209,0.4242943548387097,0.5505040322580645,0,,0,,FALSE,neither
efaproxiral,HBB,0.00198258055,transformerx,compound,crispr_avg,46,0.2875,28,0.4516129032258064,3212,0.32379032258064516,0.3695564516129032,0,,0,,FALSE,neither
efaroxan,ADORA2A,0.0029636486,transformerx,compound,crispr_avg,42,0.2625,16,0.25806451612903225,2836,0.28588709677419355,0.2602822580645161,0,,3,ANR-94|N6-cyclopentyladenosine|dyphylline,TRUE,compound
enilconazole,CYP1A2,8.74862725e-5,transformerx,compound,crispr_avg,157,0.98125,56,0.9032258064516128,7799,0.7861895161290322,0.9422379032258064,0,,2,methoxsalen|nevirapine,TRUE,compound
enilconazole,CYP3A4,5.8732009e-5,transformerx,compound,crispr_avg,159,0.99375,51,0.8225806451612904,8692,0.8762096774193548,0.9081653225806452,0,,7,BMS-536924|GSK1070916|SB-203580|cyclophosphamide|methoxsalen|nevirapine|paliperidone,TRUE,compound
filgotinib,JAK1,0.0038461794,transformerx,compound,crispr_avg,43,0.26875,18,0.2903225806451613,2612,0.2633064516129032,0.27953629032258065,0,,2,TG-101348|ruxolitinib,TRUE,compound
flindokalner,KCNMA1,0.01906990649999999,transformerx,compound,crispr_avg,31,0.19375,9,0.14516129032258066,679,0.0684475806451613,0.16945564516129033,0,,2,NS-11021|procaine,TRUE,compound
flindokalner,KCNN4,0.0137710085,transformerx,compound,crispr_avg,32,0.2,11,0.1774193548387097,847,0.08538306451612904,0.18870967741935485,0,,4,1-EBIO|NS-309|enflurane|procaine,TRUE,compound
flindokalner,KCNQ2,9.71442885e-5,transformerx,compound,crispr_avg,123,0.76875,51,0.8225806451612904,7602,0.7663306451612903,0.7956653225806452,0,,2,dalfampridine|meclofenamic-acid,TRUE,compound
flupirtine,KCNQ2,0.0161213845,transformerx,compound,crispr_avg,23,0.14375,12,0.1935483870967742,755,0.07610887096774194,0.1686491935483871,0,,2,dalfampridine|meclofenamic-acid,TRUE,compound
gabapentin-enacarbil,CACNA2D3,0.005873668,transformerx,compound,crispr_avg,56,0.35,11,0.1774193548387097,2074,0.2090725806451613,0.2637096774193548,0,,1,nilvadipine,TRUE,compound
gabapentin-enacarbil,CACNB4,0.008581003,transformerx,compound,crispr_avg,13,0.08125,9,0.14516129032258066,1429,0.1440524193548387,0.11320564516129034,0,,0,,FALSE,neither
gabapentin-enacarbil,CACNG1,1.7606847499999998e-4,transformerx,compound,crispr_avg,123,0.76875,39,0.6290322580645161,6509,0.6561491935483871,0.6988911290322581,0,,2,ibutilide|lercanidipine,TRUE,compound
ixabepilone,TUBB,0.0465896,transformerx,compound,crispr_avg,18,0.1125,4,0.06451612903225806,303,0.03054435483870967,0.08850806451612903,0,,3,colchicine|epothilone-b|oxibendazole,TRUE,compound
ixabepilone,TUBB3,0.0558349675,transformerx,compound,crispr_avg,8,0.05,2,0.03225806451612903,234,0.02358870967741935,0.04112903225806452,0,,2,colchicine|epothilone-b,TRUE,compound
ixabepilone,TUBB4B,0.055238357,transformerx,compound,crispr_avg,9,0.05625,2,0.03225806451612903,239,0.02409274193548387,0.04425403225806451,0,,3,colchicine|epothilone-b|oxibendazole,TRUE,compound
menadione,F10,6.2226244e-5,transformerx,compound,crispr_avg,77,0.48125,60,0.967741935483871,8521,0.8589717741935484,0.7244959677419355,0,,0,,FALSE,neither
prasugrel,P2RY12,1.9605585e-4,transformerx,compound,crispr_avg,70,0.4375,52,0.8387096774193549,6342,0.6393145161290322,0.6381048387096775,0,,1,AZD1283,TRUE,compound
quinine,KCNN4,2.7123421e-4,transformerx,compound,crispr_avg,106,0.6625,29,0.46774193548387094,5747,0.5793346774193548,0.5651209677419354,0,,4,1-EBIO|NS-309|enflurane|procaine,TRUE,compound
racecadotril,MME,1.51906275e-4,transformerx,compound,crispr_avg,99,0.61875,46,0.7419354838709677,6781,0.6835685483870968,0.6803427419354839,0,,1,sacubitril,TRUE,compound
saclofen,KCTD16,0.0017717426,transformerx,compound,crispr_avg,45,0.28125,26,0.41935483870967744,3354,0.33810483870967745,0.35030241935483875,0,,1,baclofen,TRUE,compound
sorbinil,AKR1B1,7.7641085e-5,transformerx,compound,crispr_avg,147,0.91875,62,1,8056,0.8120967741935484,0.959375,0,,1,citric-acid,TRUE,compound
sotrastaurin,PRKCB,0.00213260399999999,transformerx,compound,crispr_avg,77,0.48125,23,0.3709677419354839,3136,0.3161290322580645,0.426108870967742,0,,2,CGP-53353|vitamin-E,TRUE,compound
sotrastaurin,PRKCE,0.0049006945,transformerx,compound,crispr_avg,39,0.24375,15,0.24193548387096775,2335,0.23538306451612903,0.24284274193548389,0,,1,afimoxifene,TRUE,compound
taladegib,DHH,0.0124050575,transformerx,compound,crispr_avg,26,0.1625,14,0.2258064516129032,903,0.09102822580645162,0.1941532258064516,0,,1,M-25,TRUE,compound
thiostrepton,FOXM1,0.0021567701950000002,transformerx,compound,crispr_avg,103,0.321875,19,0.3064516129032258,3115,0.31401209677419356,0.31416330645161294,0,,0,,FALSE,neither
thiostrepton,FOXM1,1.2663569e-4,transformerx,compound,crispr_avg,191,0.596875,49,0.7903225806451613,7137,0.7194556451612903,0.6935987903225806,0,,0,,FALSE,neither
triamterene,SCNN1G,0.0039750845,transformerx,compound,crispr_avg,48,0.3,16,0.25806451612903225,2570,0.2590725806451613,0.27903225806451615,0,,1,benzamil,TRUE,compound
1-octanol,GJB4,0.997693394412046,cosine,compound,crispr_max,7,0.04375,18,0.2903225806451613,2231,0.22489919354838708,0.16703629032258066,0,,1,flufenamic-acid,TRUE,compound
"2,5-furandimethanol",HBB,0.9972618365761032,cosine,compound,crispr_max,14,0.0875,25,0.4032258064516129,2814,0.2836693548387097,0.24536290322580645,0,,0,,FALSE,neither
2-Oleoylglycerol,GPR119,0.9978257451511372,cosine,compound,crispr_max,80,0.5,19,0.3064516129032258,2038,0.20544354838709675,0.4032258064516129,0,,0,,FALSE,neither
A-987306,AVPR1A,0.9971487619303624,cosine,compound,crispr_max,112,0.7,15,0.24193548387096775,2981,0.3005040322580645,0.47096774193548385,0,,1,conivaptan,TRUE,compound
A-987306,CCR1,0.998334083202688,cosine,compound,crispr_max,43,0.26875,14,0.2258064516129032,1244,0.1254032258064516,0.2472782258064516,0,,1,ZK811752,TRUE,compound
A-987306,CHRM2,0.9983470021878744,cosine,compound,crispr_max,41,0.25625,14,0.2258064516129032,1230,0.12399193548387095,0.2410282258064516,0,,2,aripiprazole|olanzapine,TRUE,compound
A-987306,CHRM3,0.9716609765140723,cosine,compound,crispr_max,151,0.94375,1,0.01612903225806451,7176,0.7233870967741935,0.47993951612903224,0,,3,aripiprazole|olanzapine|zamifenacin,TRUE,compound
A-987306,HTR3A,0.9986079182641612,cosine,compound,crispr_max,12,0.075,13,0.20967741935483872,842,0.08487903225806452,0.14233870967741935,0,,3,aripiprazole|olanzapine|procaine,TRUE,compound
BAN-ORL-24,OPRL1,0.09757653470477096,cosine,compound,crispr_max,9,0.05625,62,1,9768,0.9846774193548388,0.528125,0,,1,MCOPPB,TRUE,compound
BAY-87-2243,HIF1A,0.994452662020796,cosine,compound,crispr_max,115,0.71875,38,0.6129032258064516,5033,0.5073588709677419,0.6658266129032258,0,,1,YC-1,TRUE,compound
BVT-948,PTPN2,0.9748927776196296,cosine,compound,crispr_max,149,0.465625,23,0.3709677419354839,7101,0.7158266129032258,0.418296370967742,0,,0,,FALSE,neither
BVT-948,PTPN2,0.4885438079167177,cosine,compound,crispr_max,168,0.525,60,0.967741935483871,9299,0.9373991935483872,0.7463709677419355,0,,0,,FALSE,neither
CCG-50014,RGS4,0.9986490887522832,cosine,compound,crispr_max,36,0.225,11,0.1774193548387097,783,0.07893145161290323,0.2012096774193549,0,,1,CCG-63802,TRUE,compound
CYT-997,TUBB,0.9510505875391868,cosine,compound,crispr_max,1,0.00625,51,0.8225806451612904,7652,0.7713709677419355,0.4144153225806452,0,,3,colchicine|epothilone-b|oxibendazole,TRUE,compound
DG-172,PPARD,0.9880999733255716,cosine,compound,crispr_max,40,0.25,47,0.7580645161290323,6546,0.6598790322580645,0.5040322580645161,0,,0,,FALSE,neither
EI1,EZH2,0.9707560973496472,cosine,compound,crispr_max,149,0.93125,44,0.7096774193548387,7224,0.728225806451613,0.8204637096774194,0,,1,UNC1999,TRUE,compound
FPS-ZM1,AGER,0.9983917421251978,cosine,compound,crispr_max,22,0.1375,12,0.1935483870967742,1161,0.11703629032258064,0.1655241935483871,0,,0,,FALSE,neither
GW-311616,ELANE,0.9924655071842649,cosine,compound,crispr_max,27,0.16875,43,0.6935483870967742,5636,0.5681451612903226,0.4311491935483871,0,,0,,FALSE,neither
L-Cystine,SLC7A11,0.9981022718392576,cosine,compound,crispr_max,115,0.71875,6,0.0967741935483871,1592,0.16048387096774194,0.4077620967741936,0,,1,sulfasalazine,TRUE,compound
ML-228,HIF1A,0.9976652863905418,cosine,compound,crispr_max,119,0.74375,6,0.0967741935483871,2268,0.22862903225806452,0.4202620967741936,0,,1,YC-1,TRUE,compound
N-alpha-Methylhistamine-dihydrochloride,HRH4,0.994243654009344,cosine,compound,crispr_max,132,0.825,33,0.532258064516129,5114,0.5155241935483871,0.6786290322580645,0,,1,olanzapine,TRUE,compound
NBQX,GRIN2A,0.9991952135324706,cosine,compound,crispr_max,50,0.3125,1,0.01612903225806451,234,0.02358870967741935,0.16431451612903225,0,,1,TCN201,TRUE,compound
NSC-95397,CDC25A,0.814623685298813,cosine,compound,crispr_max,147,0.91875,58,0.935483870967742,9028,0.9100806451612904,0.9271169354838708,0,,0,,FALSE,neither
NVP-ADW742,IGF1R,0.8740780874590168,cosine,compound,crispr_max,29,0.18125,56,0.9032258064516128,8532,0.8600806451612903,0.5422379032258065,0,,2,BMS-536924|ceritinib,TRUE,compound
NVP-AEW541,IGF1R,0.9957172167009928,cosine,compound,crispr_max,24,0.15,36,0.5806451612903226,4341,0.4376008064516129,0.3653225806451613,0,,2,BMS-536924|ceritinib,TRUE,compound
NVP-HSP990,HSP90AA1,0.8883181601122833,cosine,compound,crispr_max,46,0.2875,54,0.8709677419354839,8272,0.8338709677419355,0.5792338709677419,0,,2,ganetespib|geldanamycin,TRUE,compound
NVP-HSP990,HSP90AB1,0.890402655675258,cosine,compound,crispr_max,27,0.16875,53,0.8548387096774194,8221,0.8287298387096774,0.5117943548387097,0,,1,geldanamycin,TRUE,compound
OMDM-2,GPR119,0.99803911160655,cosine,compound,crispr_max,52,0.325,16,0.25806451612903225,1703,0.17167338709677418,0.2915322580645161,0,,0,,FALSE,neither
PETCM,CASP3,0.996383020393618,cosine,compound,crispr_max,129,0.80625,11,0.1774193548387097,3845,0.3876008064516129,0.4918346774193548,0,,2,NQDI-1|minocycline,TRUE,compound
PF-04217903,MET,0.9930550917594456,cosine,compound,crispr_max,98,0.6125,39,0.6290322580645161,5473,0.5517137096774194,0.6207661290322581,0,,2,BMS-536924|SGX523,TRUE,compound
PF-05190457,GHSR,0.9694066149058118,cosine,compound,crispr_max,152,0.95,3,0.04838709677419355,7288,0.7346774193548387,0.49919354838709673,0,,1,ibutamoren,TRUE,compound
PHA-793887,CDK2,0.990893261999322,cosine,compound,crispr_max,77,0.48125,44,0.7096774193548387,6114,0.6163306451612903,0.5954637096774194,0,,6,BMS-536924|NSC-625987|RGB-286638|TG-02|aminopurvalanol-a|ryuvidine,TRUE,compound
